epoch,lr,train_loss,train_cls,train_reg,train_mean_dist,val_mean_dist,val_median_dist,val_success_1A,val_success_2A,val_success_5A
248,0.0009629868158708861,4.907296,4.590669,0.158314,0.8225,0.7211,0.5669,0.7477,0.9626,1.0
249,0.0009623902202085444,4.961173,4.646788,0.157193,0.8143,0.7289,0.5481,0.7617,0.9579,1.0
250,0.0009617890426320899,4.938395,4.624018,0.157189,0.8161,0.7876,0.6359,0.7056,0.9486,1.0
251,0.0009611832890987075,4.958951,4.639094,0.159928,0.8166,0.7468,0.6021,0.7523,0.9533,1.0
252,0.0009605729656109264,4.934216,4.617459,0.158378,0.8184,0.7586,0.6172,0.7617,0.9673,1.0
253,0.0009599580782165598,4.892687,4.579349,0.156669,0.8189,0.7689,0.6203,0.7383,0.9673,1.0
254,0.0009593386330086457,4.93276,4.61241,0.160175,0.8215,0.7424,0.5485,0.743,0.9673,1.0
255,0.0009587146361253867,4.898526,4.590563,0.153982,0.8138,0.7736,0.5836,0.729,0.9626,1.0
256,0.0009580860937500883,4.921373,4.614676,0.153348,0.8091,0.7688,0.6102,0.7757,0.9813,1.0
257,0.0009574530121110989,4.905499,4.592689,0.156405,0.8144,0.8036,0.5995,0.7243,0.9393,1.0
258,0.0009568153974817464,4.916539,4.602286,0.157126,0.8176,0.795,0.5764,0.7196,0.9533,1.0
259,0.0009561732561802779,4.908362,4.594254,0.157054,0.8144,0.7313,0.54,0.7523,0.9673,1.0
260,0.0009555265945697953,4.884878,4.57751,0.153684,0.8064,0.7262,0.5476,0.757,0.9626,1.0
261,0.0009548754190581938,4.892568,4.583645,0.154462,0.8084,0.7662,0.5855,0.743,0.9393,1.0
262,0.0009542197360980978,4.914535,4.59967,0.157432,0.817,0.7679,0.5828,0.7617,0.9579,1.0
263,0.0009535595521867959,4.892615,4.580809,0.155903,0.8144,0.7155,0.5659,0.7757,0.9579,1.0
264,0.0009528948738661784,4.905897,4.595992,0.154953,0.8127,0.7482,0.5516,0.7523,0.9486,1.0
265,0.0009522257077226717,4.879547,4.564426,0.15756,0.8144,0.7559,0.5583,0.7243,0.9626,1.0
266,0.0009515520603871719,4.920456,4.607723,0.156366,0.8166,0.7767,0.5999,0.7383,0.9579,1.0
267,0.0009508739385349812,4.866059,4.559891,0.153084,0.811,0.7433,0.5878,0.7617,0.9673,1.0
268,0.0009501913488857399,4.906642,4.592951,0.156846,0.8197,0.7836,0.6508,0.757,0.9673,1.0
269,0.0009495042982033611,4.904026,4.58909,0.157468,0.8156,0.7678,0.5573,0.7336,0.9486,1.0
270,0.0009488127932959625,4.87534,4.558399,0.158471,0.8166,0.7676,0.5918,0.7477,0.9486,1.0
271,0.0009481168410158003,4.903059,4.579916,0.161571,0.8227,0.7733,0.5659,0.7196,0.9673,1.0
272,0.0009474164482592001,4.899352,4.585454,0.156949,0.8128,0.8411,0.6603,0.7103,0.9299,1.0
273,0.0009467116219664893,4.895254,4.577359,0.158947,0.8179,0.7791,0.6152,0.743,0.9346,1.0
274,0.0009460023691219276,4.877626,4.573001,0.152313,0.808,0.7403,0.5825,0.771,0.9626,1.0
275,0.0009452886967536389,4.916632,4.594143,0.161244,0.8207,0.7572,0.6303,0.7477,0.9626,1.0
276,0.0009445706119335407,4.900203,4.57891,0.160646,0.826,0.7756,0.6004,0.7477,0.9393,1.0
277,0.0009438481217772743,4.882939,4.56809,0.157424,0.8197,0.7738,0.6128,0.7477,0.9533,1.0
278,0.0009431212334441342,4.857719,4.54215,0.157784,0.8263,0.7057,0.5536,0.7664,0.9673,1.0
279,0.0009423899541369978,4.878143,4.563689,0.157227,0.8203,0.7692,0.6287,0.7477,0.9626,1.0
280,0.000941654291102253,4.895608,4.580461,0.157573,0.8139,0.743,0.6086,0.7757,0.9626,1.0
281,0.0009409142516297269,4.858475,4.556713,0.150881,0.8031,0.7848,0.6203,0.7336,0.9486,1.0
282,0.0009401698430526141,4.863873,4.550238,0.156817,0.8185,0.7709,0.5894,0.7196,0.9579,1.0
283,0.0009394210727474029,4.896665,4.596601,0.150032,0.7999,0.732,0.5444,0.7617,0.9579,1.0
284,0.0009386679481338031,4.875901,4.56472,0.15559,0.8136,0.6984,0.5515,0.785,0.9579,1.0
285,0.0009379104766746722,4.915796,4.595487,0.160155,0.8175,0.7448,0.5783,0.7617,0.9533,1.0
286,0.0009371486658759415,4.859092,4.547161,0.155965,0.8141,0.7121,0.5485,0.785,0.9673,1.0
287,0.0009363825232865413,4.847008,4.534172,0.156418,0.8139,0.7126,0.5491,0.7757,0.9626,1.0
288,0.0009356120564983266,4.860301,4.55229,0.154006,0.8074,0.7294,0.5501,0.757,0.9533,1.0
289,0.0009348372731460022,4.893392,4.57939,0.157001,0.8148,0.7664,0.6255,0.7243,0.9486,1.0
290,0.0009340581809070458,4.88475,4.573006,0.155872,0.8117,0.8151,0.6558,0.715,0.9252,1.0
291,0.0009332747875016332,4.836385,4.526821,0.154782,0.8131,0.7278,0.5662,0.7617,0.9533,1.0
292,0.0009324871006925612,4.835011,4.52656,0.154226,0.8079,0.8054,0.6198,0.7009,0.9439,1.0
293,0.0009316951282851706,4.837385,4.527057,0.155164,0.811,0.7964,0.5514,0.7336,0.9346,1.0
294,0.0009308988781272693,4.86711,4.554186,0.156462,0.8149,0.7339,0.5872,0.771,0.9813,1.0
295,0.0009300983581090541,4.810766,4.503601,0.153583,0.8125,0.7633,0.5788,0.729,0.9486,1.0
296,0.0009292935761630325,4.813086,4.499434,0.156826,0.8188,0.7697,0.5687,0.7383,0.9626,1.0
297,0.0009284845402639446,4.825157,4.5122,0.156479,0.8148,0.7759,0.5937,0.7477,0.9393,1.0
298,0.0009276712584286833,4.815204,4.505992,0.154606,0.8103,0.7849,0.5802,0.7383,0.9439,1.0
299,0.000926853738716216,4.892314,4.568583,0.161865,0.821,0.756,0.6347,0.7243,0.9673,1.0
300,0.0009260319892275033,4.810816,4.495339,0.157739,0.8173,0.7479,0.615,0.7523,0.9626,1.0
301,0.00092520601810542,4.7927,4.486437,0.153131,0.8103,0.7626,0.6554,0.7383,0.972,1.0
302,0.0009243758335346734,4.803665,4.498825,0.15242,0.8072,0.7856,0.6306,0.715,0.9673,1.0
303,0.0009235414437417234,4.826008,4.512535,0.156737,0.8175,0.8051,0.6409,0.715,0.9439,1.0
304,0.0009227028569946996,4.849034,4.540892,0.154071,0.8168,0.7274,0.5419,0.7757,0.9533,1.0
305,0.0009218600816033201,4.833476,4.526238,0.153619,0.8109,0.7228,0.6,0.785,0.9346,1.0
306,0.0009210131259188095,4.792933,4.487965,0.152484,0.8063,0.7443,0.5702,0.7804,0.9579,1.0
307,0.0009201619983338152,4.805312,4.501604,0.151854,0.8048,0.7613,0.5702,0.757,0.9486,1.0
308,0.0009193067072823251,4.81637,4.514102,0.151134,0.8028,0.7579,0.5605,0.7383,0.9626,1.0
309,0.000918447261239584,4.791183,4.483057,0.154063,0.8143,0.8138,0.6618,0.7383,0.9299,1.0
310,0.0009175836687220084,4.826311,4.517048,0.154632,0.818,0.7871,0.561,0.7383,0.9299,1.0
311,0.0009167159382871039,4.817165,4.507507,0.154829,0.8033,0.7343,0.5675,0.757,0.9486,1.0
312,0.000915844078533379,4.793552,4.487232,0.15316,0.8099,0.8072,0.6204,0.6963,0.9299,1.0
313,0.0009149680981002608,4.786029,4.481365,0.152332,0.803,0.7201,0.5567,0.7757,0.972,1.0
314,0.0009140880056680088,4.759434,4.454177,0.152629,0.8076,0.8005,0.6447,0.7243,0.9346,1.0
315,0.000913203809957629,4.830227,4.519998,0.155115,0.8044,0.7325,0.5664,0.7804,0.9533,1.0
316,0.0009123155197307875,4.754744,4.452357,0.151193,0.8003,0.7506,0.6121,0.7477,0.9579,1.0
317,0.0009114231437897244,4.796828,4.49349,0.151669,0.8032,0.7548,0.5744,0.7477,0.9626,1.0
318,0.0009105266909771652,4.824172,4.517405,0.153383,0.8083,0.7333,0.5571,0.7664,0.9533,1.0
319,0.0009096261701762343,4.770299,4.471513,0.149393,0.7909,0.7674,0.5762,0.7336,0.9579,1.0
320,0.0009087215903103663,4.791516,4.481683,0.154916,0.8068,0.7429,0.5957,0.7664,0.9626,1.0
321,0.0009078129603432181,4.741041,4.433263,0.153889,0.815,0.7374,0.5737,0.785,0.9533,1.0
322,0.0009069002892785796,4.77337,4.471499,0.150935,0.8066,0.7734,0.5982,0.7477,0.9626,1.0
323,0.0009059835861602853,4.809204,4.507731,0.150737,0.8064,0.7655,0.6049,0.7243,0.9486,1.0
324,0.0009050628600721233,4.81172,4.504347,0.153686,0.8073,0.8336,0.6415,0.715,0.9299,1.0
325,0.0009041381201377467,4.775195,4.471011,0.152092,0.8019,0.785,0.5991,0.7336,0.9626,1.0
326,0.0009032093755205823,4.807503,4.50001,0.153746,0.8069,0.6993,0.5757,0.7664,0.9766,1.0
327,0.0009022766354237399,4.706935,4.411015,0.14796,0.7933,0.7545,0.5873,0.7523,0.9439,1.0
328,0.0009013399090899217,4.786703,4.479875,0.153414,0.8025,0.7283,0.583,0.7477,0.9626,1.0
329,0.0009003992058013302,4.76836,4.460305,0.154027,0.8009,0.7409,0.5562,0.771,0.9673,1.0
330,0.0008994545348795758,4.81264,4.508904,0.151868,0.8062,0.8185,0.6717,0.7056,0.9299,1.0
331,0.0008985059056855857,4.780879,4.486176,0.147351,0.7945,0.7536,0.5958,0.7664,0.9579,1.0
332,0.0008975533276195101,4.722191,4.427394,0.147399,0.7932,0.76,0.5854,0.7523,0.9533,1.0
333,0.0008965968101206292,4.781884,4.482133,0.149876,0.7982,0.7189,0.5689,0.7991,0.9626,1.0
334,0.0008956363626672594,4.766354,4.465035,0.15066,0.7989,0.8001,0.5832,0.7336,0.9299,1.0
335,0.0008946719947766611,4.762646,4.455972,0.153337,0.8061,0.724,0.5623,0.7804,0.9626,1.0
336,0.0008937037160049415,4.770254,4.46372,0.153267,0.8039,0.7082,0.5738,0.8084,0.9579,1.0
337,0.0008927315359469625,4.767521,4.465654,0.150934,0.8016,0.7372,0.554,0.7664,0.9673,1.0
338,0.0008917554642362443,4.785453,4.486808,0.149323,0.7934,0.7448,0.5692,0.7196,0.9626,1.0
339,0.0008907755105448703,4.77768,4.475068,0.151306,0.806,0.7522,0.5705,0.7523,0.9533,1.0
340,0.000889791684583391,4.77711,4.472302,0.152404,0.7991,0.7358,0.5732,0.771,0.9626,1.0
341,0.0008888039961007281,4.761108,4.464704,0.148202,0.7963,0.7265,0.5548,0.7617,0.9626,1.0
342,0.000887812454884078,4.792384,4.490526,0.150929,0.794,0.7443,0.5821,0.7617,0.9533,1.0
343,0.0008868170707588142,4.742115,4.435032,0.153541,0.8039,0.7356,0.5779,0.7617,0.9626,1.0
344,0.0008858178535883905,4.736072,4.440651,0.14771,0.7922,0.7296,0.5767,0.7804,0.9626,1.0
345,0.000884814813274243,4.754784,4.456282,0.149251,0.7961,0.731,0.5511,0.7944,0.9486,1.0
346,0.0008838079597556925,4.791555,4.492129,0.149713,0.797,0.7477,0.5846,0.7523,0.9439,1.0
347,0.0008827973030098447,4.798084,4.497807,0.150139,0.797,0.8055,0.6233,0.715,0.9439,1.0
348,0.0008817828530514931,4.779268,4.481284,0.148992,0.7989,0.728,0.5482,0.757,0.9626,1.0
349,0.0008807646199330186,4.728487,4.432681,0.147903,0.7933,0.7862,0.6331,0.7617,0.9439,1.0
350,0.0008797426137442896,4.739517,4.44016,0.149679,0.7954,0.7374,0.5798,0.7617,0.9626,1.0
351,0.0008787168446125638,4.771838,4.475474,0.148182,0.7914,0.8395,0.6608,0.6963,0.9439,1.0
352,0.0008776873227023851,4.71911,4.417648,0.150731,0.7985,0.8209,0.6094,0.7336,0.9299,1.0
353,0.0008766540582154859,4.728031,4.429625,0.149203,0.7898,0.7944,0.6643,0.7336,0.9579,1.0
354,0.0008756170613906833,4.696331,4.40276,0.146786,0.7874,0.7574,0.5987,0.7477,0.9533,1.0
355,0.0008745763425037796,4.702133,4.399813,0.15116,0.7998,0.7675,0.6424,0.729,0.9673,1.0
356,0.0008735319118674597,4.692058,4.391472,0.150293,0.7969,0.7575,0.6029,0.757,0.9533,1.0
357,0.0008724837798311882,4.689217,4.38712,0.151049,0.8034,0.7148,0.5705,0.7804,0.9673,1.0
358,0.0008714319567811089,4.692893,4.39789,0.147501,0.791,0.7467,0.5867,0.771,0.9626,1.0
359,0.0008703764531399392,4.704984,4.406403,0.14929,0.7921,0.7188,0.5419,0.771,0.9766,1.0
360,0.000869317279366869,4.689046,4.388706,0.15017,0.7949,0.812,0.6552,0.743,0.9299,1.0
361,0.0008682544459574561,4.680219,4.38343,0.148394,0.7954,0.7977,0.6449,0.7243,0.9439,1.0
362,0.0008671879634435224,4.671456,4.377551,0.146953,0.7883,0.7648,0.5863,0.7103,0.972,1.0
363,0.0008661178423930491,4.684871,4.38687,0.149,0.7945,0.7769,0.5818,0.7383,0.9533,1.0
364,0.0008650440934100728,4.650604,4.359836,0.145384,0.7877,0.8163,0.6718,0.6869,0.9579,1.0
365,0.0008639667271345798,4.664694,4.368067,0.148314,0.7967,0.7226,0.5851,0.771,0.9673,1.0
366,0.0008628857542424009,4.679433,4.378351,0.150541,0.7925,0.7851,0.6446,0.6916,0.9579,1.0
367,0.0008618011854451056,4.672053,4.371665,0.150194,0.7905,0.7611,0.6003,0.7477,0.9486,1.0
368,0.0008607130314898956,4.666106,4.369757,0.148174,0.7923,0.7934,0.6617,0.771,0.9579,1.0
369,0.000859621303159499,4.66099,4.367209,0.14689,0.7925,0.8127,0.5831,0.7196,0.9346,1.0
370,0.0008585260112720631,4.687548,4.396957,0.145296,0.7867,0.7716,0.5685,0.729,0.9439,1.0
371,0.0008574271666810469,4.65292,4.363709,0.144605,0.7855,0.7841,0.5941,0.729,0.9579,1.0
372,0.0008563247802751139,4.690355,4.394661,0.147847,0.7886,0.789,0.6514,0.7103,0.9579,1.0
373,0.0008552188629780245,4.65114,4.364603,0.143269,0.7809,0.7658,0.5981,0.7243,0.972,1.0
374,0.0008541094257485265,4.684364,4.386647,0.148858,0.7949,0.7316,0.5468,0.7523,0.9533,1.0
375,0.0008529964795802485,4.63387,4.343608,0.145131,0.787,0.7966,0.5941,0.7196,0.9393,1.0
376,0.0008518800355015891,4.646991,4.358716,0.144137,0.7834,0.7522,0.5727,0.7383,0.9533,1.0
377,0.0008507601045756085,4.643944,4.350412,0.146766,0.7871,0.7275,0.5537,0.7523,0.9533,1.0
378,0.0008496366978999189,4.626206,4.327827,0.14919,0.7965,0.8015,0.6256,0.757,0.9486,1.0
379,0.0008485098266065744,4.568763,4.278151,0.145306,0.7868,0.7575,0.582,0.7243,0.9579,1.0
380,0.0008473795018619604,4.594604,4.309359,0.142623,0.7813,0.7744,0.5607,0.7336,0.9579,1.0
381,0.0008462457348666835,4.640868,4.345148,0.14786,0.7949,0.7711,0.5867,0.7383,0.9533,1.0
382,0.0008451085368554601,4.641273,4.344329,0.148472,0.7894,0.793,0.6137,0.7103,0.9486,1.0
383,0.0008439679190970051,4.605609,4.312665,0.146472,0.7883,0.7606,0.6259,0.7757,0.9486,1.0
